 time            vo1             vo2             q               p1              p2             
 5.26953940e-06 -3.11470149e-01 -1.21372570e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 5.27953940e-06 -3.11470148e-01 -1.21372577e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 5.28953940e-06 -3.11470148e-01 -1.21372580e+00  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 5.29953940e-06 -3.11470148e-01 -1.21372582e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 5.30953940e-06 -3.11470148e-01 -1.21372583e+00  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 5.31953940e-06 -3.11470148e-01 -1.21372584e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 5.32953940e-06 -3.11470148e-01 -1.21372584e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 5.33953940e-06 -3.11470148e-01 -1.21372584e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 5.34953940e-06 -3.11470147e-01 -1.21372584e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 5.35953940e-06 -3.11470147e-01 -1.21372584e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 5.36953940e-06 -3.11470147e-01 -1.21372584e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 5.37953940e-06 -3.11470147e-01 -1.21372584e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 5.38953940e-06 -3.11470147e-01 -1.21372584e+00  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 5.39953940e-06 -3.11470147e-01 -1.21372584e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 5.40953940e-06 -3.11470146e-01 -1.21372584e+00  6.50968520e-08  1.20000000e+00  0.00000000e+00 
 5.41953940e-06 -3.11470146e-01 -1.21372584e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 5.42953940e-06 -3.11470146e-01 -1.21372584e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 5.43953940e-06 -3.11470146e-01 -1.21372583e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 5.44953940e-06 -3.11470146e-01 -1.21372583e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 5.45953940e-06 -3.11470146e-01 -1.21372583e+00  6.50968521e-08  1.20000000e+00  0.00000000e+00 
 5.46953940e-06 -3.11470146e-01 -1.21372583e+00  6.50968523e-08  1.20000000e+00  0.00000000e+00 
 5.47953940e-06 -3.11470145e-01 -1.21372583e+00  6.50968520e-08  1.20000000e+00  0.00000000e+00 
 5.48953940e-06 -3.11470145e-01 -1.21372583e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 5.49953940e-06 -3.11470145e-01 -1.21372583e+00  6.50968522e-08  1.20000000e+00  0.00000000e+00 
 5.50010000e-06 -3.11470145e-01 -1.21372583e+00  6.50968520e-08  1.20000000e+00  0.00000000e+00 
 5.50010097e-06 -3.11470145e-01 -1.21372583e+00 -3.32215751e-05  1.18838665e+00  0.00000000e+00 
 5.50010290e-06 -3.11470145e-01 -1.21372583e+00 -6.49743267e-05  1.16515996e+00  0.00000000e+00 
 5.50010617e-06 -3.11470145e-01 -1.21372583e+00 -4.67563912e-05  1.12591590e+00  0.00000000e+00 
 5.50010960e-06 -3.11470145e-01 -1.21372583e+00 -1.03152714e-05  1.08479167e+00  0.00000000e+00 
 5.50011645e-06 -3.11470145e-01 -1.21372583e+00  1.95361177e-05  1.00254322e+00  0.00000000e+00 
 5.50013016e-06 -3.11470145e-01 -1.21372583e+00  1.10685679e-05  8.38046315e-01  0.00000000e+00 
 5.50013636e-06 -3.11470145e-01 -1.21372583e+00  3.07683295e-06  7.63650029e-01  0.00000000e+00 
 5.50014146e-06 -3.11470145e-01 -1.21372583e+00  6.90656553e-06  7.02506936e-01  0.00000000e+00 
 5.50015165e-06 -3.11470145e-01 -1.21372583e+00  4.55709713e-05  5.80220752e-01  0.00000000e+00 
 5.50016055e-06 -3.11470145e-01 -1.21372583e+00  1.14765222e-04  4.73381543e-01  0.00000000e+00 
 5.50016958e-06 -3.11470145e-01 -1.21372583e+00  2.08311852e-04  3.65072093e-01  0.00000000e+00 
 5.50017965e-06 -3.11470145e-01 -1.21372583e+00  2.85625136e-04  2.44151465e-01  0.00000000e+00 
 5.50019077e-06 -3.11470145e-01 -1.21372583e+00  3.41366341e-04  1.10778663e-01  0.00000000e+00 
 5.50020000e-06 -3.11470145e-01 -1.21372583e+00  2.64636242e-04  1.18061116e-12  0.00000000e+00 
 5.50020092e-06 -3.11470145e-01 -1.21372583e+00  2.70027216e-04  0.00000000e+00  0.00000000e+00 
 5.50020276e-06 -3.11470145e-01 -1.21372583e+00  2.09891218e-04  0.00000000e+00  0.00000000e+00 
 5.50020644e-06 -3.11470145e-01 -1.21372583e+00 -7.41734738e-05  0.00000000e+00  0.00000000e+00 
 5.50021107e-06 -3.11470145e-01 -1.21372583e+00 -4.90120839e-04  0.00000000e+00  0.00000000e+00 
 5.50021701e-06 -3.11470145e-01 -1.21372583e+00 -8.99837857e-04  0.00000000e+00  0.00000000e+00 
 5.50022281e-06 -3.11470145e-01 -1.21372583e+00 -1.06847152e-03  0.00000000e+00  0.00000000e+00 
 5.50022915e-06 -3.11470145e-01 -1.21372583e+00 -1.03916524e-03  0.00000000e+00  0.00000000e+00 
 5.50023493e-06 -3.11470145e-01 -1.21372583e+00 -8.35049903e-04  0.00000000e+00  0.00000000e+00 
 5.50023918e-06 -3.11470145e-01 -1.21372583e+00 -6.13711705e-04  0.00000000e+00  0.00000000e+00 
 5.50024400e-06 -3.11470145e-01 -1.21372583e+00 -2.07482202e-04  0.00000000e+00  0.00000000e+00 
 5.50024915e-06 -3.11470145e-01 -1.21372583e+00  3.25127204e-04  0.00000000e+00  0.00000000e+00 
 5.50025428e-06 -3.11470145e-01 -1.21372583e+00  6.03627703e-04  0.00000000e+00  0.00000000e+00 
 5.50025938e-06 -3.11470145e-01 -1.21372583e+00  5.77559851e-04  0.00000000e+00  0.00000000e+00 
 5.50026567e-06 -3.11470145e-01 -1.21372583e+00  3.84039879e-04  0.00000000e+00  0.00000000e+00 
 5.50027216e-06 -3.11470145e-01 -1.21372583e+00  2.10021043e-04  0.00000000e+00  0.00000000e+00 
 5.50028174e-06 -3.11470145e-01 -1.21372583e+00  9.05515311e-05  0.00000000e+00  0.00000000e+00 
 5.50029333e-06 -3.11470145e-01 -1.21372583e+00  5.29247892e-05  0.00000000e+00  0.00000000e+00 
 5.50030947e-06 -3.11470145e-01 -1.21372583e+00  3.97212063e-05  0.00000000e+00  0.00000000e+00 
 5.50032964e-06 -3.11470145e-01 -1.21372583e+00  2.71030755e-05  0.00000000e+00  0.00000000e+00 
 5.50035925e-06 -3.11470145e-01 -1.21372583e+00  1.26140273e-05  0.00000000e+00  0.00000000e+00 
 5.50040423e-06 -3.11470145e-01 -1.21372583e+00  2.28917778e-06  0.00000000e+00  0.00000000e+00 
 5.50049420e-06 -3.11470145e-01 -1.21372583e+00 -2.55740878e-06  0.00000000e+00  0.00000000e+00 
 5.50062954e-06 -3.11470145e-01 -1.21372583e+00 -1.75170019e-06  0.00000000e+00  0.00000000e+00 
 5.50086064e-06 -3.11470144e-01 -1.21372583e+00 -2.32922663e-07  0.00000000e+00  0.00000000e+00 
 5.50130453e-06 -3.11470144e-01 -1.21372583e+00  1.85714155e-07  0.00000000e+00  0.00000000e+00 
 5.50219231e-06 -3.11470143e-01 -1.21372583e+00  9.89519450e-08  0.00000000e+00  0.00000000e+00 
 5.50396787e-06 -3.11470141e-01 -1.21372583e+00  6.36897328e-08  0.00000000e+00  0.00000000e+00 
 5.50510000e-06 -3.11470140e-01 -1.21372583e+00  6.47125080e-08  0.00000000e+00  0.00000000e+00 
 5.50510055e-06 -3.11470140e-01 -1.21372583e+00  1.36833109e-05  0.00000000e+00  6.60848391e-03 
 5.50510165e-06 -3.11470140e-01 -1.21372583e+00  3.36301987e-05  0.00000000e+00  1.98254517e-02 
 5.50510385e-06 -3.11470140e-01 -1.21372583e+00  4.04349469e-05  0.00000000e+00  4.62593873e-02 
 5.50510690e-06 -3.11470140e-01 -1.21372583e+00  2.26726336e-05  0.00000000e+00  8.28532879e-02 
 5.50511300e-06 -3.11470140e-01 -1.21372583e+00 -6.64445458e-06  0.00000000e+00  1.56041089e-01 
 5.50512520e-06 -3.11470140e-01 -1.21372583e+00 -1.63734416e-05  0.00000000e+00  3.02416691e-01 
 5.50513475e-06 -3.11470140e-01 -1.21372583e+00 -9.34358186e-06  0.00000000e+00  4.16966586e-01 
 5.50514007e-06 -3.11470140e-01 -1.21372583e+00 -8.08265787e-06  0.00000000e+00  4.80817074e-01 
 5.50514437e-06 -3.11470140e-01 -1.21372583e+00 -1.08364812e-05  0.00000000e+00  5.32438774e-01 
 5.50514799e-06 -3.11470140e-01 -1.21372583e+00 -1.63894238e-05  0.00000000e+00  5.75925936e-01 
 5.50515122e-06 -3.11466015e-01 -1.21372583e+00 -2.39333968e-05  0.00000000e+00  6.14645177e-01 
 5.50515440e-06 -3.11460672e-01 -1.21372583e+00 -3.37020266e-05  0.00000000e+00  6.52791097e-01 
 5.50515813e-06 -3.11453923e-01 -1.21372583e+00 -4.79977382e-05  0.00000000e+00  6.97533266e-01 
 5.50516393e-06 -3.11443171e-01 -1.21372583e+00 -7.58419901e-05  0.00000000e+00  7.67148070e-01 
 5.50517198e-06 -3.11428113e-01 -1.21372583e+00 -1.16277505e-04  0.00000000e+00  8.63808142e-01 
 5.50518055e-06 -3.11412052e-01 -1.21372583e+00 -1.40862475e-04  0.00000000e+00  9.66594357e-01 
 5.50518959e-06 -3.11395086e-01 -1.21372583e+00 -1.63513223e-04  0.00000000e+00  1.07509389e+00 
 5.50519743e-06 -3.11380378e-01 -1.21372583e+00 -1.46349229e-04  0.00000000e+00  1.16915462e+00 
 5.50520000e-06 -3.11375555e-01 -1.21372583e+00 -1.01823881e-04  0.00000000e+00  1.20000000e+00 
 5.50520060e-06 -3.11374424e-01 -1.21372583e+00 -9.46029604e-05  0.00000000e+00  1.20000000e+00 
 5.50520181e-06 -3.11372162e-01 -1.21372583e+00 -5.80886640e-05  0.00000000e+00  1.20000000e+00 
 5.50520401e-06 -3.11368035e-01 -1.21372583e+00  7.49725073e-05  0.00000000e+00  1.20000000e+00 
 5.50520655e-06 -3.11363271e-01 -1.21372583e+00  2.58190770e-04  0.00000000e+00  1.20000000e+00 
 5.50521163e-06 -3.11353744e-01 -1.21372583e+00  5.08739931e-04  0.00000000e+00  1.20000000e+00 
 5.50521768e-06 -3.11342405e-01 -1.21372583e+00  5.70071858e-04  0.00000000e+00  1.20000000e+00 
 5.50522347e-06 -3.11331553e-01 -1.21372583e+00  5.92380025e-04  0.00000000e+00  1.20000000e+00 
 5.50522860e-06 -3.11321926e-01 -1.21372583e+00  5.17838158e-04  0.00000000e+00  1.20000000e+00 
 5.50523319e-06 -3.11313341e-01 -1.21372583e+00  2.75155672e-04  0.00000000e+00  1.20000000e+00 
 5.50523840e-06 -3.11303582e-01 -1.21372583e+00 -9.69460610e-05  0.00000000e+00  1.20000000e+00 
 5.50524417e-06 -3.11292778e-01 -1.21372583e+00 -3.78414810e-04  0.00000000e+00  1.20000000e+00 
 5.50525022e-06 -3.11281445e-01 -1.21372583e+00 -4.35311439e-04  0.00000000e+00  1.20000000e+00 
 5.50525678e-06 -3.11269186e-01 -1.21372583e+00 -3.29554010e-04  0.00000000e+00  1.20000000e+00 
 5.50526416e-06 -3.11255365e-01 -1.21372583e+00 -1.71233859e-04  0.00000000e+00  1.20000000e+00 
 5.50527235e-06 -3.11240058e-01 -1.21372583e+00 -4.74555405e-05  0.00000000e+00  1.20000000e+00 
 5.50528282e-06 -3.11220500e-01 -1.21372583e+00  2.18585886e-05  0.00000000e+00  1.20000000e+00 
 5.50529614e-06 -3.11195608e-01 -1.21372583e+00  3.60935716e-05  0.00000000e+00  1.20000000e+00 
 5.50531582e-06 -3.11158894e-01 -1.21372583e+00  2.10238738e-05  0.00000000e+00  1.20000000e+00 
 5.50534631e-06 -3.11102053e-01 -1.21372583e+00  3.09005554e-06  0.00000000e+00  1.20000000e+00 
 5.50540247e-06 -3.10997597e-01 -1.21372583e+00 -3.50829369e-06  0.00000000e+00  1.20000000e+00 
 5.50547671e-06 -3.10859982e-01 -1.21372583e+00 -1.58014539e-06  0.00000000e+00  1.20000000e+00 
 5.50559940e-06 -3.10633653e-01 -1.21372583e+00  3.76114433e-08  0.00000000e+00  1.20000000e+00 
 5.50577913e-06 -3.10304587e-01 -1.21372583e+00  1.89804105e-07  0.00000000e+00  1.20000000e+00 
 5.50613860e-06 -3.09655239e-01 -1.21372583e+00  8.35237802e-08  0.00000000e+00  1.20000000e+00 
 5.50685754e-06 -3.08390856e-01 -1.21372583e+00  6.16444335e-08  0.00000000e+00  1.20000000e+00 
 5.50824150e-06 -3.06079962e-01 -1.21372583e+00  6.46210679e-08  0.00000000e+00  1.20000000e+00 
 5.50958609e-06 -3.03982041e-01 -1.21372583e+00  6.51152065e-08  0.00000000e+00  1.20000000e+00 
 5.51140576e-06 -3.01356927e-01 -1.21372583e+00  6.51017594e-08  0.00000000e+00  1.20000000e+00 
 5.51318198e-06 -2.99014255e-01 -1.21372583e+00  6.50967850e-08  0.00000000e+00  1.20000000e+00 
 5.51533035e-06 -2.96444098e-01 -1.21372583e+00  6.50968132e-08  0.00000000e+00  1.20000000e+00 
 5.51749229e-06 -2.94121607e-01 -1.21372583e+00  6.50968515e-08  0.00000000e+00  1.20000000e+00 
 5.51998232e-06 -2.91739247e-01 -1.21372583e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 5.52254010e-06 -2.89582043e-01 -1.21372583e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 5.52537399e-06 -2.87492810e-01 -1.21372583e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 5.52802720e-06 -2.85789004e-01 -1.21372583e+00  6.50968509e-08  0.00000000e+00  1.20000000e+00 
 5.53081672e-06 -2.84226584e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.53346261e-06 -2.82934500e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.53620070e-06 -2.81766814e-01 -1.21372583e+00  6.50968510e-08  0.00000000e+00  1.20000000e+00 
 5.53884883e-06 -2.80780918e-01 -1.21372583e+00  6.50968514e-08  0.00000000e+00  1.20000000e+00 
 5.54156296e-06 -2.79898021e-01 -1.21372583e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 5.54421873e-06 -2.79143463e-01 -1.21372583e+00  6.50968509e-08  0.00000000e+00  1.20000000e+00 
 5.54691842e-06 -2.78473159e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.54957771e-06 -2.77896283e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.55241927e-06 -2.77359350e-01 -1.21372583e+00  6.50968510e-08  0.00000000e+00  1.20000000e+00 
 5.55532792e-06 -2.76883620e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.55844731e-06 -2.76444944e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.56167460e-06 -2.76057900e-01 -1.21372583e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 5.56512344e-06 -2.75708025e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.56872071e-06 -2.75402256e-01 -1.21372583e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 5.57256615e-06 -2.75131077e-01 -1.21372583e+00  6.50968510e-08  0.00000000e+00  1.20000000e+00 
 5.57661396e-06 -2.74896980e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.58095659e-06 -2.74693568e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.58557312e-06 -2.74520965e-01 -1.21372583e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 5.59055663e-06 -2.74374635e-01 -1.21372583e+00  6.50968510e-08  0.00000000e+00  1.20000000e+00 
 5.59591341e-06 -2.74253439e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.60174874e-06 -2.74153903e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.60810529e-06 -2.74074253e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.61511972e-06 -2.74011630e-01 -1.21372583e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 5.62289307e-06 -2.73964002e-01 -1.21372583e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 5.63163136e-06 -2.73928906e-01 -1.21372583e+00  6.50968510e-08  0.00000000e+00  1.20000000e+00 
 5.64154725e-06 -2.73904286e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.65154725e-06 -2.73889732e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.66154725e-06 -2.73881396e-01 -1.21372583e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 5.67154725e-06 -2.73876699e-01 -1.21372583e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 5.68154725e-06 -2.73874087e-01 -1.21372583e+00  6.50968510e-08  0.00000000e+00  1.20000000e+00 
 5.69154725e-06 -2.73872649e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.70154725e-06 -2.73871864e-01 -1.21372583e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 5.71154725e-06 -2.73871439e-01 -1.21372583e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 5.72154725e-06 -2.73871210e-01 -1.21372583e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 5.73154725e-06 -2.73871087e-01 -1.21372583e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 5.74154725e-06 -2.73871021e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.75154725e-06 -2.73870986e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.76154725e-06 -2.73870968e-01 -1.21372583e+00  6.50968514e-08  0.00000000e+00  1.20000000e+00 
 5.77154725e-06 -2.73870958e-01 -1.21372583e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 5.78154725e-06 -2.73870953e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.79154725e-06 -2.73870950e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.80154725e-06 -2.73870948e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.81154725e-06 -2.73870948e-01 -1.21372583e+00  6.50968514e-08  0.00000000e+00  1.20000000e+00 
 5.82154725e-06 -2.73870947e-01 -1.21372583e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 5.83154725e-06 -2.73870947e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.84154725e-06 -2.73870946e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.85154725e-06 -2.73870946e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.86154725e-06 -2.73870946e-01 -1.21372583e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 5.87154725e-06 -2.73870946e-01 -1.21372583e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 5.88154725e-06 -2.73870946e-01 -1.21372583e+00  6.50968510e-08  0.00000000e+00  1.20000000e+00 
 5.89154725e-06 -2.73870946e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.90154725e-06 -2.73870946e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.91154725e-06 -2.73870945e-01 -1.21372583e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 5.92154725e-06 -2.73870945e-01 -1.21372583e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 5.93154725e-06 -2.73870945e-01 -1.21372583e+00  6.50968513e-08  0.00000000e+00  1.20000000e+00 
 5.94154725e-06 -2.73870945e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.95154725e-06 -2.73870945e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 5.96154725e-06 -2.73870945e-01 -1.21372583e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 5.97154725e-06 -2.73870945e-01 -1.21372583e+00  6.50968511e-08  0.00000000e+00  1.20000000e+00 
 5.98154725e-06 -2.73870944e-01 -1.21372583e+00  6.50968510e-08  0.00000000e+00  1.20000000e+00 
 5.99154725e-06 -2.73870944e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 6.00000000e-06 -2.73870944e-01 -1.21372583e+00  6.50968512e-08  0.00000000e+00  1.20000000e+00 
 6.00000817e-06 -2.73870944e-01 -1.21372583e+00 -9.75956254e-06  0.00000000e+00  1.10196931e+00 
 6.00002451e-06 -2.73870944e-01 -1.21372583e+00  6.82568421e-06  0.00000000e+00  9.05907924e-01 
 6.00003033e-06 -2.73870944e-01 -1.21372583e+00  6.72152453e-06  0.00000000e+00  8.36050188e-01 
 6.00004052e-06 -2.73870944e-01 -1.21372583e+00  4.44055323e-06  0.00000000e+00  7.13799151e-01 
 6.00005180e-06 -2.73870944e-01 -1.21372583e+00  1.66697321e-05  0.00000000e+00  5.78449788e-01 
 6.00006056e-06 -2.73870944e-01 -1.21372583e+00  4.01324676e-05  0.00000000e+00  4.73290573e-01 
 6.00006915e-06 -2.73870944e-01 -1.21372583e+00  6.56801284e-05  0.00000000e+00  3.70188039e-01 
 6.00007946e-06 -2.73870944e-01 -1.21372583e+00  7.27389960e-05  0.00000000e+00  2.46507926e-01 
 6.00009030e-06 -2.73870944e-01 -1.21372583e+00  6.09302467e-05  0.00000000e+00  1.16408662e-01 
 6.00010000e-06 -2.73870944e-01 -1.21372583e+00  6.53503534e-07  0.00000000e+00  0.00000000e+00 
 6.00010097e-06 -2.73870944e-01 -1.21372583e+00  3.98320059e-06  0.00000000e+00  0.00000000e+00 
 6.00010292e-06 -2.73870944e-01 -1.21372583e+00 -3.30058077e-05  0.00000000e+00  0.00000000e+00 
 6.00010681e-06 -2.73870944e-01 -1.21372583e+00 -1.97215243e-04  0.00000000e+00  0.00000000e+00 
 6.00011169e-06 -2.73870944e-01 -1.21372583e+00 -3.86147132e-04  0.00000000e+00  0.00000000e+00 
 6.00011752e-06 -2.73870944e-01 -1.21372583e+00 -4.57953366e-04  0.00000000e+00  0.00000000e+00 
 6.00012296e-06 -2.73870944e-01 -1.21372583e+00 -3.65771107e-04  0.00000000e+00  0.00000000e+00 
 6.00012844e-06 -2.73870944e-01 -1.21372583e+00 -1.87620243e-04  0.00000000e+00  0.00000000e+00 
 6.00013353e-06 -2.73870944e-01 -1.21372583e+00 -2.05566208e-05  0.00000000e+00  0.00000000e+00 
 6.00013762e-06 -2.73870944e-01 -1.21372583e+00  1.13921876e-04  0.00000000e+00  0.00000000e+00 
 6.00014267e-06 -2.73870944e-01 -1.21372583e+00  2.77062010e-04  0.00000000e+00  0.00000000e+00 
 6.00014761e-06 -2.73870944e-01 -1.21372583e+00  3.80144596e-04  0.00000000e+00  0.00000000e+00 
 6.00015242e-06 -2.73870944e-01 -1.21372583e+00  3.84497415e-04  0.00000000e+00  0.00000000e+00 
 6.00015708e-06 -2.73870944e-01 -1.21372583e+00  2.91591267e-04  0.00000000e+00  0.00000000e+00 
 6.00016287e-06 -2.73870944e-01 -1.21372583e+00  1.34664086e-04  0.00000000e+00  0.00000000e+00 
 6.00016904e-06 -2.73870944e-01 -1.21372583e+00  7.89018499e-06  0.00000000e+00  0.00000000e+00 
 6.00017735e-06 -2.73870944e-01 -1.21372583e+00 -6.48008649e-05  0.00000000e+00  0.00000000e+00 
 6.00018823e-06 -2.73870944e-01 -1.21372583e+00 -6.87911546e-05  0.00000000e+00  0.00000000e+00 
 6.00020221e-06 -2.73870944e-01 -1.21372583e+00 -3.86017981e-05  0.00000000e+00  0.00000000e+00 
 6.00022055e-06 -2.73870944e-01 -1.21372583e+00 -1.07272516e-05  0.00000000e+00  0.00000000e+00 
 6.00024531e-06 -2.73870944e-01 -1.21372583e+00  1.43649175e-06  0.00000000e+00  0.00000000e+00 
 6.00028247e-06 -2.73870944e-01 -1.21372583e+00  2.66649269e-06  0.00000000e+00  0.00000000e+00 
 6.00034896e-06 -2.73870944e-01 -1.21372583e+00  9.54336395e-07  0.00000000e+00  0.00000000e+00 
 6.00047148e-06 -2.73870945e-01 -1.21372583e+00  1.66878046e-07  0.00000000e+00  0.00000000e+00 
 6.00064706e-06 -2.73870945e-01 -1.21372583e+00  6.31441831e-08  0.00000000e+00  0.00000000e+00 
 6.00098800e-06 -2.73870945e-01 -1.21372583e+00  4.76446872e-08  0.00000000e+00  0.00000000e+00 
 6.00166988e-06 -2.73870946e-01 -1.21372583e+00  6.07252296e-08  0.00000000e+00  0.00000000e+00 
 6.00303364e-06 -2.73870947e-01 -1.21372583e+00  6.53796039e-08  0.00000000e+00  0.00000000e+00 
 6.00500000e-06 -2.73870949e-01 -1.21372583e+00  6.51806758e-08  0.00000000e+00  0.00000000e+00 
 6.00500203e-06 -2.73870949e-01 -1.21372583e+00  6.08377932e-05  2.43133575e-02  0.00000000e+00 
 6.00500608e-06 -2.73870949e-01 -1.21372583e+00  7.63949762e-05  7.29400726e-02  0.00000000e+00 
 6.00501418e-06 -2.73870949e-01 -1.21372583e+00  2.22138622e-05  1.70193503e-01  0.00000000e+00 
 6.00502323e-06 -2.73870949e-01 -1.21372583e+00 -3.31125627e-06  2.78771099e-01  0.00000000e+00 
 6.00503390e-06 -2.73870949e-01 -1.21372583e+00 -2.52180445e-06  4.06826381e-01  0.00000000e+00 
 6.00504212e-06 -2.73870949e-01 -1.21372583e+00 -1.23067372e-05  5.05487269e-01  0.00000000e+00 
 6.00505220e-06 -2.73870949e-01 -1.21372586e+00 -6.89750409e-05  6.26371817e-01  0.00000000e+00 
 6.00506208e-06 -2.73870949e-01 -1.21372594e+00 -2.10027352e-04  7.44902217e-01  0.00000000e+00 
 6.00507051e-06 -2.73870949e-01 -1.21372605e+00 -4.11194855e-04  8.46111884e-01  0.00000000e+00 
 6.00507963e-06 -2.73870949e-01 -1.21372622e+00 -6.36041817e-04  9.55550979e-01  0.00000000e+00 
 6.00508882e-06 -2.73870949e-01 -1.21372645e+00 -8.49481599e-04  1.06588547e+00  0.00000000e+00 
 6.00509680e-06 -2.73870949e-01 -1.21372670e+00 -8.01896815e-04  1.16159200e+00  0.00000000e+00 
 6.00510000e-06 -2.73870949e-01 -1.21372681e+00 -5.70490234e-04  1.20000000e+00  0.00000000e+00 
 6.00510075e-06 -2.73870949e-01 -1.21372684e+00 -5.10133098e-04  1.20000000e+00  0.00000000e+00 
 6.00510224e-06 -2.73870949e-01 -1.21372689e+00 -3.05307886e-04  1.20000000e+00  0.00000000e+00 
 6.00510471e-06 -2.73870949e-01 -1.21372699e+00  2.36833168e-04  1.20000000e+00  0.00000000e+00 
 6.00510787e-06 -2.73870949e-01 -1.21372711e+00  1.02607453e-03  1.20000000e+00  0.00000000e+00 
 6.00511361e-06 -2.73870949e-01 -1.21372736e+00  2.06131805e-03  1.20000000e+00  0.00000000e+00 
