 time            vo              q               p1              p2             
 5.50019089e-06 -6.24647698e-01  5.74699171e-05  1.09303626e-01  0.00000000e+00 
 5.50020000e-06 -6.24647698e-01 -8.55401482e-06  1.18061116e-12  0.00000000e+00 
 5.50020085e-06 -6.24647698e-01  7.93382457e-07  0.00000000e+00  0.00000000e+00 
 5.50020256e-06 -6.24647698e-01 -3.41625204e-05  0.00000000e+00  0.00000000e+00 
 5.50020598e-06 -6.24647698e-01 -2.04849411e-04  0.00000000e+00  0.00000000e+00 
 5.50021032e-06 -6.24647698e-01 -3.97381994e-04  0.00000000e+00  0.00000000e+00 
 5.50021641e-06 -6.24647698e-01 -4.82997309e-04  0.00000000e+00  0.00000000e+00 
 5.50022243e-06 -6.24647698e-01 -3.66563198e-04  0.00000000e+00  0.00000000e+00 
 5.50022871e-06 -6.24647698e-01 -1.47695225e-04  0.00000000e+00  0.00000000e+00 
 5.50023465e-06 -6.24647698e-01  4.27342659e-05  0.00000000e+00  0.00000000e+00 
 5.50023897e-06 -6.24647698e-01  1.94121041e-04  0.00000000e+00  0.00000000e+00 
 5.50024383e-06 -6.24647698e-01  3.40435274e-04  0.00000000e+00  0.00000000e+00 
 5.50024904e-06 -6.24647698e-01  4.16451584e-04  0.00000000e+00  0.00000000e+00 
 5.50025406e-06 -6.24647698e-01  3.61132365e-04  0.00000000e+00  0.00000000e+00 
 5.50025905e-06 -6.24647698e-01  2.17426495e-04  0.00000000e+00  0.00000000e+00 
 5.50026540e-06 -6.24647698e-01  4.80385195e-05  0.00000000e+00  0.00000000e+00 
 5.50027177e-06 -6.24647698e-01 -4.40924150e-05  0.00000000e+00  0.00000000e+00 
 5.50028131e-06 -6.24647698e-01 -7.59617049e-05  0.00000000e+00  0.00000000e+00 
 5.50029269e-06 -6.24647698e-01 -5.54250515e-05  0.00000000e+00  0.00000000e+00 
 5.50030871e-06 -6.24647698e-01 -2.26604604e-05  0.00000000e+00  0.00000000e+00 
 5.50032851e-06 -6.24647698e-01 -3.61173570e-06  0.00000000e+00  0.00000000e+00 
 5.50035770e-06 -6.24647698e-01  2.51697295e-06  0.00000000e+00  0.00000000e+00 
 5.50040147e-06 -6.24647698e-01  1.80076180e-06  0.00000000e+00  0.00000000e+00 
 5.50048899e-06 -6.24647698e-01  4.62680302e-07  0.00000000e+00  0.00000000e+00 
 5.50062201e-06 -6.24647697e-01  1.14681198e-07  0.00000000e+00  0.00000000e+00 
 5.50084639e-06 -6.24647697e-01  4.52000329e-08  0.00000000e+00  0.00000000e+00 
 5.50127407e-06 -6.24647696e-01  4.60861915e-08  0.00000000e+00  0.00000000e+00 
 5.50212944e-06 -6.24647695e-01  5.78713659e-08  0.00000000e+00  0.00000000e+00 
 5.50384018e-06 -6.24647691e-01  5.94599411e-08  0.00000000e+00  0.00000000e+00 
 5.50510000e-06 -6.24647689e-01  5.91835845e-08  0.00000000e+00  0.00000000e+00 
 5.50511903e-06 -6.24647689e-01  5.91745373e-08  0.00000000e+00  2.28396674e-01 
 5.50512588e-06 -6.24647689e-01  5.91716938e-08  0.00000000e+00  3.10572297e-01 
 5.50513786e-06 -6.24647689e-01  5.91676577e-08  0.00000000e+00  4.54379639e-01 
 5.50515113e-06 -6.24615062e-01  5.91644341e-08  0.00000000e+00  6.13594910e-01 
 5.50517767e-06 -6.24529306e-01  5.91606188e-08  0.00000000e+00  9.32025451e-01 
 5.50520000e-06 -6.24449304e-01  5.91591192e-08  0.00000000e+00  1.20000000e+00 
 5.50520291e-06 -6.24438430e-01  5.91590395e-08  0.00000000e+00  1.20000000e+00 
 5.50520872e-06 -6.24416686e-01  5.91588826e-08  0.00000000e+00  1.20000000e+00 
 5.50522034e-06 -6.24373216e-01  5.91586453e-08  0.00000000e+00  1.20000000e+00 
 5.50524359e-06 -6.24286350e-01  5.91583562e-08  0.00000000e+00  1.20000000e+00 
 5.50529008e-06 -6.24112921e-01  5.91581129e-08  0.00000000e+00  1.20000000e+00 
 5.50538306e-06 -6.23767269e-01  5.91580332e-08  0.00000000e+00  1.20000000e+00 
 5.50556903e-06 -6.23080761e-01  5.91580699e-08  0.00000000e+00  1.20000000e+00 
 5.50594096e-06 -6.21726689e-01  5.91580995e-08  0.00000000e+00  1.20000000e+00 
 5.50668483e-06 -6.19092495e-01  5.91581018e-08  0.00000000e+00  1.20000000e+00 
 5.50817256e-06 -6.14105850e-01  5.91581002e-08  0.00000000e+00  1.20000000e+00 
 5.51073467e-06 -6.06326644e-01  5.91580998e-08  0.00000000e+00  1.20000000e+00 
 5.51353195e-06 -5.98884364e-01  5.91581002e-08  0.00000000e+00  1.20000000e+00 
 5.51635656e-06 -5.92352150e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.51915184e-06 -5.86738152e-01  5.91580999e-08  0.00000000e+00  1.20000000e+00 
 5.52188314e-06 -5.81965486e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.52460074e-06 -5.77825977e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.52729345e-06 -5.74247151e-01  5.91580999e-08  0.00000000e+00  1.20000000e+00 
 5.52999345e-06 -5.71114334e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.53268569e-06 -5.68387150e-01  5.91581002e-08  0.00000000e+00  1.20000000e+00 
 5.53538622e-06 -5.65998824e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.53808189e-06 -5.63917636e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.54078241e-06 -5.62097517e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.54347885e-06 -5.60511039e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.54617790e-06 -5.59124709e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.54887374e-06 -5.57915877e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.55164536e-06 -5.56832647e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.55456000e-06 -5.55844932e-01  5.91580999e-08  0.00000000e+00  1.20000000e+00 
 5.55760597e-06 -5.54955999e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.56082602e-06 -5.54152818e-01  5.91580998e-08  0.00000000e+00  1.20000000e+00 
 5.56420448e-06 -5.53438622e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.56778123e-06 -5.52803517e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.57155348e-06 -5.52246502e-01  5.91580999e-08  0.00000000e+00  1.20000000e+00 
 5.57556436e-06 -5.51759355e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.57982474e-06 -5.51338987e-01  5.91580999e-08  0.00000000e+00  1.20000000e+00 
 5.58438408e-06 -5.50978567e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.58926908e-06 -5.50674080e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.59454178e-06 -5.50419610e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.60025162e-06 -5.50210721e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.60648493e-06 -5.50042085e-01  5.91580999e-08  0.00000000e+00  1.20000000e+00 
 5.61332860e-06 -5.49909146e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.62091600e-06 -5.49807012e-01  5.91580998e-08  0.00000000e+00  1.20000000e+00 
 5.62940358e-06 -5.49731228e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.63902190e-06 -5.49677314e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.64902190e-06 -5.49643992e-01  5.91581002e-08  0.00000000e+00  1.20000000e+00 
 5.65902190e-06 -5.49624795e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.66902190e-06 -5.49613928e-01  5.91580999e-08  0.00000000e+00  1.20000000e+00 
 5.67902190e-06 -5.49607860e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.68902190e-06 -5.49604510e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.69902190e-06 -5.49602676e-01  5.91580999e-08  0.00000000e+00  1.20000000e+00 
 5.70902190e-06 -5.49601680e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.71902190e-06 -5.49601142e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.72902190e-06 -5.49600854e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.73902190e-06 -5.49600699e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.74902190e-06 -5.49600617e-01  5.91581002e-08  0.00000000e+00  1.20000000e+00 
 5.75902190e-06 -5.49600574e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.76902190e-06 -5.49600551e-01  5.91580999e-08  0.00000000e+00  1.20000000e+00 
 5.77902190e-06 -5.49600539e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.78902190e-06 -5.49600532e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.79902190e-06 -5.49600529e-01  5.91580999e-08  0.00000000e+00  1.20000000e+00 
 5.80902190e-06 -5.49600527e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.81902190e-06 -5.49600526e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.82902190e-06 -5.49600526e-01  5.91580999e-08  0.00000000e+00  1.20000000e+00 
 5.83902190e-06 -5.49600525e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.84902190e-06 -5.49600525e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.85902190e-06 -5.49600525e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.86902190e-06 -5.49600525e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.87902190e-06 -5.49600525e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.88902190e-06 -5.49600525e-01  5.91580998e-08  0.00000000e+00  1.20000000e+00 
 5.89902190e-06 -5.49600525e-01  5.91581002e-08  0.00000000e+00  1.20000000e+00 
 5.90902190e-06 -5.49600525e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.91902190e-06 -5.49600525e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.92902190e-06 -5.49600525e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.93902190e-06 -5.49600524e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.94902190e-06 -5.49600524e-01  5.91581002e-08  0.00000000e+00  1.20000000e+00 
 5.95902190e-06 -5.49600524e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 5.96902190e-06 -5.49600524e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.97902190e-06 -5.49600524e-01  5.91581002e-08  0.00000000e+00  1.20000000e+00 
 5.98902190e-06 -5.49600524e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 5.99902190e-06 -5.49600524e-01  5.91580999e-08  0.00000000e+00  1.20000000e+00 
 6.00000000e-06 -5.49600524e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 6.00050000e-06 -5.49600525e-01  5.91581001e-08  0.00000000e+00  0.00000000e+00 
 6.00150000e-06 -5.49600527e-01  5.91581001e-08  0.00000000e+00  0.00000000e+00 
 6.00350000e-06 -5.49600531e-01  5.91580999e-08  0.00000000e+00  0.00000000e+00 
 6.00500000e-06 -5.49600533e-01  5.91581002e-08  0.00000000e+00  0.00000000e+00 
 6.00500172e-06 -5.49600533e-01  3.24676100e-05  2.05868349e-02  0.00000000e+00 
 6.00500515e-06 -5.49600533e-01  3.43205111e-05  6.17605047e-02  0.00000000e+00 
 6.00501201e-06 -5.49600533e-01 -4.42946131e-06  1.44107844e-01  0.00000000e+00 
 6.00501986e-06 -5.49600534e-01 -1.75664918e-05  2.38262214e-01  0.00000000e+00 
 6.00503555e-06 -5.49600534e-01 -8.91636785e-06  4.26570953e-01  0.00000000e+00 
 6.00504165e-06 -5.49600534e-01 -8.83951968e-06  4.99832636e-01  0.00000000e+00 
 6.00505208e-06 -5.49600534e-01 -2.50305950e-05  6.24958159e-01  0.00000000e+00 
 6.00506208e-06 -5.49600534e-01 -6.40045103e-05  7.44921835e-01  0.00000000e+00 
 6.00507149e-06 -5.49600534e-01 -1.15540772e-04  8.57864523e-01  0.00000000e+00 
 6.00508010e-06 -5.49600534e-01 -1.43100472e-04  9.61168921e-01  0.00000000e+00 
 6.00508853e-06 -5.49600534e-01 -1.65423068e-04  1.06231477e+00  0.00000000e+00 
 6.00509632e-06 -5.49600534e-01 -1.51444579e-04  1.15580439e+00  0.00000000e+00 
 6.00510000e-06 -5.49600534e-01 -7.71766471e-05  1.20000000e+00  0.00000000e+00 
 6.00510086e-06 -5.49600534e-01 -5.95856220e-05  1.20000000e+00  0.00000000e+00 
 6.00510259e-06 -5.49600534e-01  3.29880324e-05  1.20000000e+00  0.00000000e+00 
 6.00510525e-06 -5.49600534e-01  2.45363550e-04  1.20000000e+00  0.00000000e+00 
 6.00510896e-06 -5.49600534e-01  4.79064752e-04  1.20000000e+00  0.00000000e+00 
 6.00511465e-06 -5.49600534e-01  5.89679274e-04  1.20000000e+00  0.00000000e+00 
 6.00512064e-06 -5.49600534e-01  5.74700725e-04  1.20000000e+00  0.00000000e+00 
 6.00512663e-06 -5.49600534e-01  5.56267524e-04  1.20000000e+00  0.00000000e+00 
 6.00513105e-06 -5.49600534e-01  3.48209692e-04  1.20000000e+00  0.00000000e+00 
 6.00513640e-06 -5.49600534e-01 -5.90989917e-05  1.20000000e+00  0.00000000e+00 
 6.00514155e-06 -5.49600534e-01 -3.66388494e-04  1.20000000e+00  0.00000000e+00 
 6.00514886e-06 -5.49600534e-01 -4.64236773e-04  1.20000000e+00  0.00000000e+00 
 6.00515542e-06 -5.49600534e-01 -3.41152040e-04  1.20000000e+00  0.00000000e+00 
 6.00516297e-06 -5.49600534e-01 -1.64724917e-04  1.20000000e+00  0.00000000e+00 
 6.00517072e-06 -5.49600534e-01 -4.32110210e-05  1.20000000e+00  0.00000000e+00 
 6.00518087e-06 -5.49600534e-01  2.37800744e-05  1.20000000e+00  0.00000000e+00 
 6.00519337e-06 -5.49600534e-01  3.61922486e-05  1.20000000e+00  0.00000000e+00 
 6.00521224e-06 -5.49600534e-01  2.14312959e-05  1.20000000e+00  0.00000000e+00 
 6.00524040e-06 -5.49600534e-01  3.97948648e-06  1.20000000e+00  0.00000000e+00 
 6.00529389e-06 -5.49600534e-01 -3.42007745e-06  1.20000000e+00  0.00000000e+00 
 6.00536245e-06 -5.49600535e-01 -1.76912638e-06  1.20000000e+00  0.00000000e+00 
 6.00548058e-06 -5.49600535e-01 -3.19888909e-08  1.20000000e+00  0.00000000e+00 
 6.00564420e-06 -5.49600536e-01  1.86483250e-07  1.20000000e+00  0.00000000e+00 
 6.00597143e-06 -5.49600537e-01  8.48579616e-08  1.20000000e+00  0.00000000e+00 
 6.00662589e-06 -5.49600539e-01  5.58139971e-08  1.20000000e+00  0.00000000e+00 
 6.00793481e-06 -5.49600544e-01  5.84677686e-08  1.20000000e+00  0.00000000e+00 
 6.00939169e-06 -5.49600548e-01  5.91748852e-08  1.20000000e+00  0.00000000e+00 
 6.01124769e-06 -5.49600554e-01  5.91646085e-08  1.20000000e+00  0.00000000e+00 
 6.01319869e-06 -5.49600559e-01  5.91580563e-08  1.20000000e+00  0.00000000e+00 
 6.01545500e-06 -5.49600564e-01  5.91580528e-08  1.20000000e+00  0.00000000e+00 
 6.01782709e-06 -5.49600569e-01  5.91580997e-08  1.20000000e+00  0.00000000e+00 
 6.02047977e-06 -5.49600574e-01  5.91581005e-08  1.20000000e+00  0.00000000e+00 
 6.02328185e-06 -5.49600578e-01  5.91581001e-08  1.20000000e+00  0.00000000e+00 
 6.02636345e-06 -5.49600583e-01  5.91581001e-08  1.20000000e+00  0.00000000e+00 
 6.02963240e-06 -5.49600587e-01  5.91581003e-08  1.20000000e+00  0.00000000e+00 
 6.03319681e-06 -5.49600590e-01  5.91581001e-08  1.20000000e+00  0.00000000e+00 
 6.03699581e-06 -5.49600593e-01  5.91580999e-08  1.20000000e+00  0.00000000e+00 
 6.04112606e-06 -5.49600596e-01  5.91581001e-08  1.20000000e+00  0.00000000e+00 
 6.04555486e-06 -5.49600599e-01  5.91581001e-08  1.20000000e+00  0.00000000e+00 
 6.05037727e-06 -5.49600601e-01  5.91581000e-08  1.20000000e+00  0.00000000e+00 
 6.05559002e-06 -5.49600603e-01  5.91580999e-08  1.20000000e+00  0.00000000e+00 
 6.06129866e-06 -5.49600604e-01  5.91581000e-08  1.20000000e+00  0.00000000e+00 
 6.06753718e-06 -5.49600605e-01  5.91581001e-08  1.20000000e+00  0.00000000e+00 
 6.07444062e-06 -5.49600606e-01  5.91581002e-08  1.20000000e+00  0.00000000e+00 
 6.08210077e-06 -5.49600607e-01  5.91581000e-08  1.20000000e+00  0.00000000e+00 
 6.09071889e-06 -5.49600607e-01  5.91580999e-08  1.20000000e+00  0.00000000e+00 
 6.10049510e-06 -5.49600608e-01  5.91581002e-08  1.20000000e+00  0.00000000e+00 
 6.11049510e-06 -5.49600608e-01  5.91581001e-08  1.20000000e+00  0.00000000e+00 
 6.12049510e-06 -5.49600608e-01  5.91581002e-08  1.20000000e+00  0.00000000e+00 
 6.13049510e-06 -5.49600608e-01  5.91581000e-08  1.20000000e+00  0.00000000e+00 
 6.14049510e-06 -5.49600608e-01  5.91581001e-08  1.20000000e+00  0.00000000e+00 
 6.15049510e-06 -5.49600608e-01  5.91581000e-08  1.20000000e+00  0.00000000e+00 
 6.16049510e-06 -5.49600608e-01  5.91581001e-08  1.20000000e+00  0.00000000e+00 
 6.17049510e-06 -5.49600608e-01  5.91581001e-08  1.20000000e+00  0.00000000e+00 
 6.18049510e-06 -5.49600608e-01  5.91581000e-08  1.20000000e+00  0.00000000e+00 
 6.19049510e-06 -5.49600608e-01  5.91580999e-08  1.20000000e+00  0.00000000e+00 
 6.20049510e-06 -5.49600608e-01  5.91581000e-08  1.20000000e+00  0.00000000e+00 
 6.21049510e-06 -5.49600607e-01  5.91581000e-08  1.20000000e+00  0.00000000e+00 
 6.22049510e-06 -5.49600607e-01  5.91581002e-08  1.20000000e+00  0.00000000e+00 
 6.23049510e-06 -5.49600607e-01  5.91581000e-08  1.20000000e+00  0.00000000e+00 
 6.24049510e-06 -5.49600607e-01  5.91581001e-08  1.20000000e+00  0.00000000e+00 
 6.25049510e-06 -5.49600607e-01  5.91581002e-08  1.20000000e+00  0.00000000e+00 
 6.26049510e-06 -5.49600607e-01  5.91581000e-08  1.20000000e+00  0.00000000e+00 
 6.27049510e-06 -5.49600607e-01  5.91580999e-08  1.20000000e+00  0.00000000e+00 
 6.28049510e-06 -5.49600607e-01  5.91581000e-08  1.20000000e+00  0.00000000e+00 
 6.29049510e-06 -5.49600607e-01  5.91581001e-08  1.20000000e+00  0.00000000e+00 
 6.30049510e-06 -5.49600607e-01  5.91581002e-08  1.20000000e+00  0.00000000e+00 
 6.31049510e-06 -5.49600607e-01  5.91581000e-08  1.20000000e+00  0.00000000e+00 
 6.32049510e-06 -5.49600607e-01  5.91581001e-08  1.20000000e+00  0.00000000e+00 
 6.33049510e-06 -5.49600607e-01  5.91581000e-08  1.20000000e+00  0.00000000e+00 
 6.34049510e-06 -5.49600607e-01  5.91581001e-08  1.20000000e+00  0.00000000e+00 
 6.35049510e-06 -5.49600607e-01  5.91581002e-08  1.20000000e+00  0.00000000e+00 
 6.36049510e-06 -5.49600607e-01  5.91581000e-08  1.20000000e+00  0.00000000e+00 
 6.37049510e-06 -5.49600607e-01  5.91581001e-08  1.20000000e+00  0.00000000e+00 
 6.38049510e-06 -5.49600607e-01  5.91581000e-08  1.20000000e+00  0.00000000e+00 
 6.39049510e-06 -5.49600606e-01  5.91581001e-08  1.20000000e+00  0.00000000e+00 
 6.40049510e-06 -5.49600606e-01  5.91581002e-08  1.20000000e+00  0.00000000e+00 
 6.41049510e-06 -5.49600606e-01  5.91581000e-08  1.20000000e+00  0.00000000e+00 
 6.42049510e-06 -5.49600606e-01  5.91580999e-08  1.20000000e+00  0.00000000e+00 
 6.43049510e-06 -5.49600606e-01  5.91581000e-08  1.20000000e+00  0.00000000e+00 
 6.44049510e-06 -5.49600606e-01  5.91581001e-08  1.20000000e+00  0.00000000e+00 
 6.45049510e-06 -5.49600606e-01  5.91581002e-08  1.20000000e+00  0.00000000e+00 
 6.46049510e-06 -5.49600606e-01  5.91581001e-08  1.20000000e+00  0.00000000e+00 
 6.47049510e-06 -5.49600606e-01  5.91580999e-08  1.20000000e+00  0.00000000e+00 
 6.48049510e-06 -5.49600606e-01  5.91581000e-08  1.20000000e+00  0.00000000e+00 
 6.49049510e-06 -5.49600606e-01  5.91580998e-08  1.20000000e+00  0.00000000e+00 
 6.50010000e-06 -5.49600606e-01  5.91581000e-08  1.20000000e+00  0.00000000e+00 
 6.50010922e-06 -5.49600606e-01 -9.41527021e-06  1.08935355e+00  0.00000000e+00 
 6.50012766e-06 -5.49600606e-01  8.36752652e-06  8.68060644e-01  0.00000000e+00 
 6.50013289e-06 -5.49600606e-01  6.41719896e-06  8.05299274e-01  0.00000000e+00 
 6.50014204e-06 -5.49600606e-01  5.80013215e-06  6.95466875e-01  0.00000000e+00 
 6.50015218e-06 -5.49600606e-01  2.02215585e-05  5.73866719e-01  0.00000000e+00 
 6.50016073e-06 -5.49600606e-01  4.46705201e-05  4.71237636e-01  0.00000000e+00 
 6.50016939e-06 -5.49600606e-01  6.98045594e-05  3.67328698e-01  0.00000000e+00 
 6.50017956e-06 -5.49600606e-01  7.28358530e-05  2.45236905e-01  0.00000000e+00 
 6.50019034e-06 -5.49600606e-01  5.87683871e-05  1.15965369e-01  0.00000000e+00 
 6.50020000e-06 -5.49600606e-01 -7.30056384e-06  1.18061116e-12  0.00000000e+00 
 6.50020096e-06 -5.49600606e-01  7.85199080e-07  0.00000000e+00  0.00000000e+00 
 6.50020287e-06 -5.49600606e-01 -4.55717293e-05  0.00000000e+00  0.00000000e+00 
 6.50020669e-06 -5.49600606e-01 -2.37970456e-04  0.00000000e+00  0.00000000e+00 
 6.50021148e-06 -5.49600606e-01 -4.29022231e-04  0.00000000e+00  0.00000000e+00 
 6.50021734e-06 -5.49600606e-01 -4.74971064e-04  0.00000000e+00  0.00000000e+00 
 6.50022311e-06 -5.49600606e-01 -3.42857337e-04  0.00000000e+00  0.00000000e+00 
 6.50022876e-06 -5.49600606e-01 -1.40052361e-04  0.00000000e+00  0.00000000e+00 
 6.50023388e-06 -5.49600606e-01  2.66683854e-05  0.00000000e+00  0.00000000e+00 
 6.50023794e-06 -5.49600606e-01  1.61879618e-04  0.00000000e+00  0.00000000e+00 
 6.50024292e-06 -5.49600606e-01  3.19856775e-04  0.00000000e+00  0.00000000e+00 
 6.50024813e-06 -5.49600606e-01  4.09848821e-04  0.00000000e+00  0.00000000e+00 
 6.50025287e-06 -5.49600606e-01  3.80209007e-04  0.00000000e+00  0.00000000e+00 
 6.50025744e-06 -5.49600606e-01  2.59591112e-04  0.00000000e+00  0.00000000e+00 
 6.50026324e-06 -5.49600606e-01  9.21192858e-05  0.00000000e+00  0.00000000e+00 
 6.50026944e-06 -5.49600606e-01 -2.15253079e-05  0.00000000e+00  0.00000000e+00 
 6.50027797e-06 -5.49600606e-01 -7.31225025e-05  0.00000000e+00  0.00000000e+00 
 6.50028894e-06 -5.49600606e-01 -6.36607309e-05  0.00000000e+00  0.00000000e+00 
 6.50030321e-06 -5.49600606e-01 -3.20620417e-05  0.00000000e+00  0.00000000e+00 
 6.50032173e-06 -5.49600606e-01 -7.93088850e-06  0.00000000e+00  0.00000000e+00 
 6.50034707e-06 -5.49600606e-01  1.67789633e-06  0.00000000e+00  0.00000000e+00 
 6.50038506e-06 -5.49600605e-01  2.26181996e-06  0.00000000e+00  0.00000000e+00 
 6.50045468e-06 -5.49600605e-01  7.77182185e-07  0.00000000e+00  0.00000000e+00 
 6.50057832e-06 -5.49600605e-01  1.58475322e-07  0.00000000e+00  0.00000000e+00 
 6.50076062e-06 -5.49600605e-01  5.82287485e-08  0.00000000e+00  0.00000000e+00 
 6.50111157e-06 -5.49600604e-01  4.25663591e-08  0.00000000e+00  0.00000000e+00 
 6.50181345e-06 -5.49600603e-01  5.54341880e-08  0.00000000e+00  0.00000000e+00 
 6.50321722e-06 -5.49600600e-01  5.94571477e-08  0.00000000e+00  0.00000000e+00 
 6.50510000e-06 -5.49600597e-01  5.92271497e-08  0.00000000e+00  0.00000000e+00 
 6.50511824e-06 -5.49600597e-01  5.92036920e-08  0.00000000e+00  2.18889588e-01 
 6.50512524e-06 -5.49600597e-01  5.91957869e-08  0.00000000e+00  3.02847790e-01 
 6.50513748e-06 -5.49600597e-01  5.91844997e-08  0.00000000e+00  4.49774644e-01 
 6.50515104e-06 -5.49567266e-01  5.91754819e-08  0.00000000e+00  6.12443661e-01 
 6.50517815e-06 -5.49479660e-01  5.91648414e-08  0.00000000e+00  9.37781695e-01 
 6.50520000e-06 -5.49401329e-01  5.91608767e-08  0.00000000e+00  1.20000000e+00 
 6.50520294e-06 -5.49390339e-01  5.91606292e-08  0.00000000e+00  1.20000000e+00 
 6.50520881e-06 -5.49368362e-01  5.91602091e-08  0.00000000e+00  1.20000000e+00 
 6.50522056e-06 -5.49324426e-01  5.91595631e-08  0.00000000e+00  1.20000000e+00 
 6.50524406e-06 -5.49236631e-01  5.91587678e-08  0.00000000e+00  1.20000000e+00 
 6.50529105e-06 -5.49061350e-01  5.91581204e-08  0.00000000e+00  1.20000000e+00 
 6.50538504e-06 -5.48712020e-01  5.91579188e-08  0.00000000e+00  1.20000000e+00 
 6.50557302e-06 -5.48018258e-01  5.91580205e-08  0.00000000e+00  1.20000000e+00 
 6.50594898e-06 -5.46650085e-01  5.91580999e-08  0.00000000e+00  1.20000000e+00 
 6.50670091e-06 -5.43989250e-01  5.91581045e-08  0.00000000e+00  1.20000000e+00 
 6.50820475e-06 -5.38955126e-01  5.91581004e-08  0.00000000e+00  1.20000000e+00 
 6.51075364e-06 -5.31226853e-01  5.91580998e-08  0.00000000e+00  1.20000000e+00 
 6.51356294e-06 -5.23762643e-01  5.91580998e-08  0.00000000e+00  1.20000000e+00 
 6.51637785e-06 -5.17262200e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 6.51918056e-06 -5.11640897e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 6.52190598e-06 -5.06885238e-01  5.91581003e-08  0.00000000e+00  1.20000000e+00 
 6.52462856e-06 -5.02743844e-01  5.91580997e-08  0.00000000e+00  1.20000000e+00 
 6.52731758e-06 -4.99174993e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 6.53002105e-06 -4.96042553e-01  5.91580999e-08  0.00000000e+00  1.20000000e+00 
 6.53271096e-06 -4.93321655e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 6.53541397e-06 -4.90934571e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 6.53810824e-06 -4.88857514e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 6.54081063e-06 -4.87038829e-01  5.91580999e-08  0.00000000e+00  1.20000000e+00 
 6.54350637e-06 -4.85455158e-01  5.91580999e-08  0.00000000e+00  1.20000000e+00 
 6.54620693e-06 -4.84070167e-01  5.91581000e-08  0.00000000e+00  1.20000000e+00 
 6.54890261e-06 -4.82863298e-01  5.91581002e-08  0.00000000e+00  1.20000000e+00 
 6.55167673e-06 -4.81780844e-01  5.91581001e-08  0.00000000e+00  1.20000000e+00 
 6.55459195e-06 -4.80794609e-01  5.91580998e-08  0.00000000e+00  1.20000000e+00 
